Date ,Timestamp ,Value X ,Value Y ,Value Z
2016-03-24T19:19:33,112438172878,0.0,0.0,0.0
2016-03-24T19:19:33,112459750534,-0.0117062,-0.0074494,-0.0148988
2016-03-24T19:19:33,112481178816,-0.005321,-0.0010642,-0.015963
2016-03-24T19:19:33,112503342462,-0.0063852,-0.0042568,-0.0148988
2016-03-24T19:19:33,112519842514,-0.0074494,-0.0042568,-0.015963
2016-03-24T19:19:33,112539795639,-0.005321,-0.0021284,-0.015963
2016-03-24T19:19:33,112559574284,-0.0085136,-0.0042568,-0.0138346
2016-03-24T19:19:33,112579565170,-0.005321,-0.0021284,-0.015963
2016-03-24T19:19:33,112599202774,-0.0063852,-0.0042568,-0.0148988
2016-03-24T19:19:33,112619413607,-0.0063852,-0.0042568,-0.015963
2016-03-24T19:19:33,112638289389,-0.0063852,-0.0042568,-0.0170272
2016-03-24T19:19:34,112661706316,-0.0074494,-0.0042568,-0.0148988
2016-03-24T19:19:34,112681610118,-0.0063852,-0.0031926,-0.015963
2016-03-24T19:19:34,112701857306,-0.0074494,-0.0021284,-0.015963
2016-03-24T19:19:34,112721489545,-0.0074494,-0.0031926,-0.015963
2016-03-24T19:19:34,112741218921,-0.0063852,-0.0021284,-0.015963
2016-03-24T19:19:34,112760909650,-0.0063852,-0.0031926,-0.015963
2016-03-24T19:19:34,112780645066,-0.0063852,-0.0021284,-0.0148988
2016-03-24T19:19:34,112800195586,-0.0063852,-0.0042568,-0.0148988
2016-03-24T19:19:34,112820620899,-0.0063852,-0.0042568,-0.015963
2016-03-24T19:19:34,112840282566,-0.0063852,-0.0031926,-0.0148988
2016-03-24T19:19:34,112864084129,-0.0074494,-0.0031926,-0.015963
2016-03-24T19:19:34,112883529962,-0.0063852,-0.0031926,-0.015963
2016-03-24T19:19:34,112903825483,-0.0074494,-0.0031926,-0.0148988
2016-03-24T19:19:34,112922788452,-0.0063852,-0.0031926,-0.0148988
2016-03-24T19:19:34,112941842618,-0.0074494,-0.0042568,-0.015963
2016-03-24T19:19:34,112961112410,-0.0063852,-0.0021284,-0.015963
2016-03-24T19:19:34,112984313035,-0.0074494,-0.0031926,-0.0148988
2016-03-24T19:19:34,113003870431,-0.0063852,-0.005321,-0.0148988
2016-03-24T19:19:34,113022456993,-0.0074494,-0.0031926,-0.015963
2016-03-24T19:19:34,113041626212,-0.0063852,-0.0031926,-0.015963
2016-03-24T19:19:34,113064706420,-0.0063852,-0.0031926,-0.0148988
2016-03-24T19:19:34,113083499181,-0.0063852,-0.0031926,-0.015963
2016-03-24T19:19:34,113102451941,-0.0074494,-0.0042568,-0.015963
2016-03-24T19:19:34,113124253191,-0.0063852,-0.0031926,-0.0148988
2016-03-24T19:19:34,113143465743,-0.0063852,-0.0031926,-0.0148988
2016-03-24T19:19:34,113162650952,-0.0063852,-0.0042568,-0.015963
2016-03-24T19:19:34,113185763764,-0.005321,-0.0031926,-0.015963
2016-03-24T19:19:34,113204613451,-0.010642,-0.0031926,-0.0138346
2016-03-24T19:19:34,113223898972,-0.005321,-0.0042568,-0.015963
2016-03-24T19:19:34,113242801577,-0.0063852,-0.0042568,-0.0148988
2016-03-24T19:19:34,113265829076,-0.0085136,-0.0031926,-0.015963
2016-03-24T19:19:34,113284762774,-0.005321,-0.0031926,-0.015963
2016-03-24T19:19:34,113303348660,-0.005321,-0.0031926,-0.015963
2016-03-24T19:19:34,113326702305,-0.0074494,-0.0031926,-0.015963
2016-03-24T19:19:34,113345481524,-0.0074494,-0.0031926,-0.0148988
2016-03-24T19:19:34,113364327410,-0.0074494,-0.0031926,-0.015963
2016-03-24T19:19:34,113387467357,-0.0063852,-0.0042568,-0.0148988
2016-03-24T19:19:34,113406530743,-0.005321,-0.0042568,-0.0148988
2016-03-24T19:19:34,113425649181,-0.0074494,-0.0031926,-0.0148988
2016-03-24T19:19:34,113445049753,-0.0074494,-0.0031926,-0.0148988
2016-03-24T19:19:34,113464365899,-0.0074494,-0.0031926,-0.0148988
2016-03-24T19:19:34,113487893503,-0.005321,-0.0031926,-0.0148988
2016-03-24T19:19:34,113507182930,-0.0085136,-0.0031926,-0.015963
2016-03-24T19:19:34,113526544649,-0.0063852,-0.0042568,-0.015963
2016-03-24T19:19:34,113545927670,-0.0063852,-0.0031926,-0.015963
2016-03-24T19:19:34,113565313608,-0.0063852,-0.0021284,-0.0148988
2016-03-24T19:19:34,113588787097,-0.0063852,-0.0042568,-0.0170272
2016-03-24T19:19:34,113608138451,-0.0063852,-0.0042568,-0.0148988
2016-03-24T19:19:34,113627515482,-0.005321,-0.0031926,-0.0180914
2016-03-24T19:19:34,113648443034,-0.0074494,-0.0042568,-0.0148988
2016-03-24T19:19:35,113667675170,-0.0074494,-0.0031926,-0.015963
2016-03-24T19:19:35,113686872878,-0.0063852,-0.0021284,-0.015963
2016-03-24T19:19:35,113709777461,-0.005321,-0.0042568,-0.015963
2016-03-24T19:19:35,113728736628,-0.0063852,-0.0021284,-0.0170272
2016-03-24T19:19:35,113747711680,-0.0063852,-0.0042568,-0.0148988
2016-03-24T19:19:35,113766636472,-0.0063852,-0.0031926,-0.0148988
2016-03-24T19:19:35,113789199857,-0.0074494,-0.0042568,-0.0148988
