Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz,=>,Rv[0],Rv[1],Rv[2],Rv[3]
-0.6871354,0.490811,9.5121565,-1.6,-31.2,-43.8,-0.0074494,-0.0031926,-0.0170272,,0.03792029,-0.02299305,-0.99648845,0.071022436
-0.6871354,0.4979936,9.491806,-1.6,-31.2,-43.8,-0.0063852,-0.0031926,-0.0138346,,0.037921984,-0.02298897,-0.9964841,0.0710837
-0.6919238,0.5063733,9.485821,-1.6,-31.2,-43.8,-0.0063852,-0.0021284,-0.0148988,,0.037927873,-0.023002084,-0.9964769,0.071177915
-0.7026977,0.4884168,9.491806,0.20000005,-30.6,-45.0,-0.0085136,-0.0031926,-0.0148988,,0.03794983,-0.023000956,-0.9964704,0.07125792
-0.682347,0.4836284,9.487018,0.20000005,-30.6,-45.0,-0.0063852,-0.0042568,-0.0148988,,0.03794231,-0.022985352,-0.9964776,0.07116465
-0.6643905,0.4860226,9.500186,-0.39999998,-29.4,-43.8,-0.0063852,-0.0021284,-0.015963,,0.03791368,-0.022992292,-0.99648523,0.07107096
-0.7003035,0.4680661,9.493003,-0.39999998,-29.4,-43.8,-0.0074494,-0.0031926,-0.015963,,0.037933204,-0.022982039,-0.99648714,0.07103878
-0.6931209,0.4967965,9.500186,-0.39999998,-29.4,-43.8,-0.005321,-0.0021284,-0.0148988,,0.03793573,-0.022981161,-0.99648917,0.07100851
-0.6955151,0.4860226,9.491806,-0.39999998,-30.6,-44.4,-0.0063852,-0.0021284,-0.015963,,0.03795319,-0.022995254,-0.9964896,0.07098879
-0.6931209,0.4920081,9.487018,-0.39999998,-30.6,-44.4,-0.0063852,-0.0031926,-0.015963,,0.03796634,-0.023001155,-0.99649215,0.070944495
-0.6919238,0.4860226,9.495398,-0.39999998,-30.6,-44.4,-0.0074494,-0.0031926,-0.0148988,,0.037967738,-0.023003615,-0.9964952,0.070900135
-0.6799528,0.4728545,9.493003,-0.39999998,-30.0,-44.4,-0.0074494,-0.0042568,-0.0148988,,0.03795946,-0.022988552,-0.99649817,0.07086627
-0.7074861,0.490811,9.521733,-0.39999998,-30.0,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.037957694,-0.02298216,-0.9965,0.07084293
-0.6859383,0.5231327,9.497791,-0.39999998,-30.0,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.037956834,-0.023009151,-0.9965012,0.07081944
-0.6907267,0.4848255,9.503777,-2.2,-30.6,-43.8,-0.0085136,-0.0031926,-0.015963,,0.037957013,-0.02301063,-0.9965029,0.070795074
-0.6979093,0.4800371,9.506171,-2.2,-30.6,-43.8,-0.0074494,-0.0021284,-0.0148988,,0.037964657,-0.022977864,-0.9964931,0.07093917
-0.6931209,0.466869,9.50258,-0.39999998,-31.2,-43.2,-0.0074494,-0.0031926,-0.0148988,,0.03797907,-0.022950377,-0.99648213,0.07109329
-0.6811499,0.5003878,9.506171,-0.39999998,-31.2,-43.2,-0.0063852,-0.0031926,-0.015963,,0.03797174,-0.022954099,-0.9964863,0.071038626
-0.7026977,0.4920081,9.516945,-0.39999998,-31.2,-43.2,-0.005321,-0.0031926,-0.015963,,0.037979167,-0.022960644,-0.9964904,0.07097319
-0.6955151,0.4920081,9.4942,-0.39999998,-31.2,-45.0,-0.005321,-0.0021284,-0.015963,,0.03798392,-0.022980766,-0.99649453,0.07090692
-0.7086832,0.47884,9.498988,-0.39999998,-31.2,-45.0,-0.0074494,-0.0031926,-0.0148988,,0.038006585,-0.02298739,-0.99649704,0.07085755
-0.6919238,0.4979936,9.506171,-0.39999998,-31.2,-45.0,-0.0074494,-0.0031926,-0.0138346,,0.038006533,-0.022987992,-0.9964997,0.07081988
-0.6907267,0.4812342,9.471456,-2.2,-31.8,-45.0,-0.0063852,-0.0031926,-0.0148988,,0.038006403,-0.022979328,-0.99650186,0.070791915
-0.6907267,0.4872197,9.5121565,-2.2,-31.8,-45.0,-0.005321,-0.0031926,-0.0148988,,0.03801,-0.022976352,-0.9964909,0.07094518
-0.6835441,0.4860226,9.495398,-2.2,-31.8,-45.0,-0.0063852,-0.0021284,-0.0148988,,0.038009934,-0.022982603,-0.99648,0.0710961
-0.6787557,0.4967965,9.489411,-2.2,-31.2,-44.4,-0.0074494,-0.0031926,-0.0148988,,0.038016595,-0.022985565,-0.99646896,0.07124718
-0.6835441,0.490811,9.490609,-2.2,-31.2,-44.4,-0.0074494,-0.005321,-0.0138346,,0.03801565,-0.02297358,-0.99645823,0.07140039
-0.6811499,0.5051762,9.506171,-2.2,-31.2,-44.4,-0.005321,-0.0021284,-0.015963,,0.037992876,-0.022974009,-0.99644756,0.07156095
-0.6835441,0.4716574,9.509763,-0.39999998,-29.4,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.038001776,-0.022969421,-0.9964374,0.07169998
-0.6859383,0.4896139,9.490609,-0.39999998,-29.4,-44.4,-0.0063852,-0.0021284,-0.015963,,0.037999645,-0.02297504,-0.9964385,0.07168408
-0.6775586,0.4920081,9.498988,-0.39999998,-31.2,-45.0,-0.0074494,-0.0042568,-0.0148988,,0.038001403,-0.022980569,-0.99644023,0.07165707
-0.7026977,0.4764458,9.4882145,-0.39999998,-31.2,-45.0,-0.0063852,-0.0031926,-0.0148988,,0.037998695,-0.022967953,-0.9964437,0.07161485
-0.6835441,0.5003878,9.501383,-0.39999998,-31.2,-45.0,-0.0063852,-0.0021284,-0.0148988,,0.03799412,-0.022980675,-0.9964465,0.07157363
-0.6811499,0.4896139,9.50258,-1.6,-31.8,-43.2,-0.0074494,-0.0031926,-0.015963,,0.037999626,-0.022986125,-0.996449,0.071534306
-0.6895296,0.4896139,9.4882145,-1.6,-31.8,-43.2,-0.0074494,-0.0021284,-0.015963,,0.038001187,-0.022977453,-0.9964451,0.071589835
-0.6907267,0.47884,9.500186,-1.6,-31.8,-43.2,-0.0063852,-0.0031926,-0.0148988,,0.038012315,-0.022960763,-0.9964411,0.071645156
-0.6847412,0.4800371,9.497791,-0.39999998,-28.8,-45.0,-0.005321,-0.0031926,-0.015963,,0.03801017,-0.022956999,-0.99643654,0.07171137
-0.6847412,0.4860226,9.51934,-0.39999998,-28.8,-45.0,-0.0063852,-0.0031926,-0.015963,,0.038006365,-0.022968026,-0.99643743,0.07169722
-0.682347,0.4848255,9.493003,-0.39999998,-28.8,-45.0,-0.0074494,-0.0042568,-0.0148988,,0.038001575,-0.0229691,-0.99643856,0.071683474
-0.6991064,0.4608835,9.490609,-0.39999998,-30.6,-44.4,-0.005321,-0.0042568,-0.015963,,0.037996404,-0.022945203,-0.9964397,0.071678855
-0.7122745,0.5015849,9.51096,-0.39999998,-30.6,-44.4,-0.0074494,-0.0031926,-0.015963,,0.03800059,-0.022969915,-0.9964424,0.07163039
-0.6991064,0.4920081,9.498988,0.20000005,-29.4,-43.2,-0.0074494,-0.0031926,-0.015963,,0.038005933,-0.022966057,-0.9964456,0.071584076
-0.6979093,0.502782,9.491806,0.20000005,-29.4,-43.2,-0.005321,-0.0031926,-0.0148988,,0.038010243,-0.02297,-0.9964524,0.07148619
-0.6799528,0.5015849,9.507368,0.20000005,-29.4,-43.2,-0.0074494,-0.0042568,-0.015963,,0.03800242,-0.022995165,-0.99645835,0.07139868
-0.6895296,0.4932052,9.485821,-1.6,-29.4,-44.4,-0.0074494,-0.0031926,-0.0138346,,0.037990663,-0.022995273,-0.99646574,0.07130139
-0.6811499,0.4752487,9.489411,-1.6,-29.4,-44.4,-0.0063852,-0.0031926,-0.015963,,0.037986282,-0.02297684,-0.99645805,0.07141781
-0.6799528,0.4860226,9.489411,-1.6,-29.4,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.0379831,-0.022975286,-0.99645144,0.07151311
-0.682347,0.47884,9.484623,0.79999995,-30.0,-44.4,-0.0063852,-0.0021284,-0.015963,,0.037981,-0.022968948,-0.9964441,0.071618505
-0.6979093,0.4896139,9.51096,0.79999995,-30.0,-44.4,-0.0074494,-0.0031926,-0.015963,,0.037992932,-0.022976795,-0.996455,0.07145747
-0.6955151,0.4836284,9.477441,0.79999995,-30.0,-44.4,-0.0063852,-0.0042568,-0.015963,,0.037994005,-0.022970932,-0.9964666,0.07129629
-0.6967122,0.4680661,9.497791,0.20000005,-30.0,-43.8,-0.0074494,-0.0021284,-0.0138346,,0.037984733,-0.022966743,-0.99647856,0.0711353
-0.694318,0.4932052,9.485821,0.20000005,-30.0,-43.8,-0.0063852,-0.0031926,-0.0170272,,0.037995744,-0.022966653,-0.996484,0.07105324
-0.6919238,0.4860226,9.521733,0.20000005,-30.0,-43.8,-0.0063852,-0.0021284,-0.0170272,,0.03799423,-0.022970455,-0.996492,0.07094088
-0.7074861,0.5075704,9.4882145,0.20000005,-29.4,-44.4,-0.005321,-0.0021284,-0.015963,,0.038018517,-0.022988124,-0.9964988,0.07082636
-0.694318,0.4848255,9.498988,0.20000005,-29.4,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.038031526,-0.023001848,-0.99650407,0.07073998
-0.7015006,0.4896139,9.507368,0.79999995,-30.6,-45.0,-0.0063852,-0.0031926,-0.015963,,0.0380371,-0.023008307,-0.996509,0.070665345
-0.6955151,0.4896139,9.483426,0.79999995,-30.6,-45.0,-0.005321,-0.0031926,-0.0148988,,0.03803768,-0.023017323,-0.99652034,0.07050186
-0.6883325,0.5015849,9.51096,0.79999995,-30.6,-45.0,-0.0074494,-0.0031926,-0.0148988,,0.03803357,-0.02304696,-0.9965307,0.070348755
-0.6895296,0.5087675,9.483426,-0.39999998,-30.6,-43.8,-0.0063852,-0.0031926,-0.015963,,0.038030345,-0.023059372,-0.9965413,0.07019623
-0.694318,0.4955994,9.479835,-0.39999998,-30.6,-43.8,-0.0074494,-0.0042568,-0.0148988,,0.03803355,-0.023068113,-0.9965442,0.070150316
-0.6955151,0.490811,9.490609,-0.39999998,-30.6,-43.8,-0.0063852,-0.0031926,-0.015963,,0.03802408,-0.023063308,-0.9965471,0.070115186
-0.6787557,0.4944023,9.495398,-0.39999998,-30.6,-43.8,-0.0074494,-0.0031926,-0.0148988,,0.038015865,-0.023071496,-0.99655044,0.070069894
-0.7050919,0.4860226,9.490609,-0.39999998,-30.6,-43.8,-0.0063852,-0.0021284,-0.0148988,,0.038024694,-0.02306236,-0.99655277,0.070034966
-0.6739673,0.4752487,9.498988,-0.39999998,-30.6,-43.8,-0.0063852,-0.0031926,-0.015963,,0.03802145,-0.023057904,-0.9965555,0.06999973
-0.6895296,0.4944023,9.506171,-2.2,-30.0,-46.2,-0.0074494,-0.0021284,-0.0148988,,0.03801998,-0.023065357,-0.9965585,0.0699547
-0.6751644,0.4824313,9.50258,-2.2,-30.0,-46.2,-0.0063852,-0.0031926,-0.0148988,,0.038024273,-0.02304574,-0.9965458,0.07013996
-0.6847412,0.4920081,9.479835,-2.2,-30.6,-44.4,-0.0063852,-0.0010642,-0.0148988,,0.038025577,-0.023044767,-0.99653286,0.070322946
-0.6931209,0.4824313,9.509763,-2.2,-30.6,-44.4,-0.0063852,-0.0031926,-0.015963,,0.03805404,-0.02303603,-0.9965205,0.070485406
-0.6895296,0.4872197,9.524128,-2.2,-30.6,-44.4,-0.0074494,-0.0042568,-0.0148988,,0.03805546,-0.023030777,-0.99650985,0.07063691
-0.6967122,0.490811,9.4882145,0.20000005,-30.6,-44.4,-0.0074494,-0.0031926,-0.015963,,0.038053073,-0.02301991,-0.99649876,0.07079712
-0.6895296,0.502782,9.508565,0.20000005,-30.6,-44.4,-0.005321,-0.0031926,-0.0148988,,0.038049653,-0.023023896,-0.9965064,0.07069028
-0.6835441,0.4776429,9.497791,0.20000005,-30.6,-44.4,-0.0074494,-0.0031926,-0.0148988,,0.038042523,-0.023033483,-0.99651337,0.07059339
-0.6979093,0.4836284,9.503777,0.79999995,-30.0,-45.0,-0.0074494,-0.0031926,-0.0148988,,0.03804388,-0.023026591,-0.9965203,0.07049745
-0.7110774,0.4836284,9.4942,0.79999995,-30.0,-45.0,-0.0063852,-0.0042568,-0.0148988,,0.038053703,-0.023019766,-0.99653006,0.07035656
-0.6847412,0.4872197,9.513353,0.79999995,-30.0,-45.0,-0.0063852,-0.0031926,-0.0148988,,0.038035218,-0.023028018,-0.9965404,0.07021518
-0.6871354,0.47884,9.487018,-0.39999998,-28.8,-44.4,-0.0074494,-0.0021284,-0.0170272,,0.038029537,-0.023030723,-0.99655056,0.070074186
-0.6847412,0.4896139,9.489411,-0.39999998,-28.8,-44.4,-0.0085136,-0.0031926,-0.015963,,0.03803767,-0.023022132,-0.9965522,0.07004832
-0.6967122,0.4800371,9.51096,-0.39999998,-28.8,-44.4,-0.0074494,-0.0021284,-0.015963,,0.03803926,-0.022999518,-0.99655366,0.0700358
-0.6967122,0.5123588,9.516945,-1.6,-30.0,-43.8,-0.0074494,-0.0042568,-0.0148988,,0.038052693,-0.023006858,-0.9965538,0.07002388
-0.694318,0.4920081,9.496594,-1.6,-30.0,-43.8,-0.0063852,-0.0031926,-0.015963,,0.038044654,-0.022998124,-0.9965471,0.07012521
-0.6895296,0.4991907,9.507368,-0.39999998,-30.0,-43.8,-0.0063852,-0.0031926,-0.0148988,,0.03804619,-0.023004215,-0.9965406,0.070215516
-0.6991064,0.4860226,9.497791,-0.39999998,-30.0,-43.8,-0.005321,-0.0021284,-0.015963,,0.038050964,-0.023006706,-0.9965422,0.07018877
-0.6919238,0.4896139,9.482229,-0.39999998,-30.0,-43.8,-0.0074494,-0.0031926,-0.0138346,,0.038064945,-0.023023486,-0.996544,0.07015116
-0.6931209,0.4896139,9.518142,-0.39999998,-30.6,-45.0,-0.0063852,-0.0031926,-0.015963,,0.038063582,-0.023018384,-0.9965453,0.07013504
-0.7074861,0.4656719,9.498988,-0.39999998,-30.6,-45.0,-0.0085136,-0.0021284,-0.015963,,0.038073033,-0.023006715,-0.9965477,0.07009897
-0.7038948,0.5003878,9.507368,-0.39999998,-30.6,-45.0,-0.0063852,-0.0021284,-0.015963,,0.038091686,-0.022993486,-0.9965498,0.07006394
-0.6955151,0.4776429,9.500186,-1.6,-31.2,-44.4,-0.0074494,-0.0031926,-0.0148988,,0.038103104,-0.022989675,-0.99655193,0.07002922
-0.706289,0.4872197,9.504974,-1.6,-31.2,-44.4,-0.0063852,-0.0031926,-0.015963,,0.038113795,-0.02297821,-0.9965453,0.07012112
-0.6859383,0.502782,9.490609,-1.6,-31.2,-44.4,-0.005321,-0.0031926,-0.0148988,,0.038113195,-0.022988372,-0.9965393,0.0702018
-0.7003035,0.4812342,9.496594,-0.39999998,-30.0,-45.0,-0.0085136,-0.0031926,-0.015963,,0.038121253,-0.022993332,-0.99653256,0.07029226
-0.6919238,0.4860226,9.500186,-0.39999998,-30.0,-45.0,-0.0074494,-0.0031926,-0.015963,,0.038119227,-0.022975508,-0.9965348,0.070267014
-0.6907267,0.47884,9.497791,-1.6,-29.4,-43.8,-0.0063852,-0.0031926,-0.015963,,0.038116988,-0.022961665,-0.99653715,0.0702401
-0.6991064,0.4860226,9.503777,-1.6,-29.4,-43.8,-0.0074494,-0.0031926,-0.015963,,0.038123943,-0.022958962,-0.9965301,0.0703369
-0.6919238,0.514753,9.504974,-1.6,-29.4,-43.8,-0.0042568,-0.0031926,-0.0148988,,0.038126584,-0.022965297,-0.9965229,0.07043458
-0.6835441,0.4680661,9.491806,-0.39999998,-29.4,-44.4,-0.0074494,-0.0042568,-0.0148988,,0.03812378,-0.022972504,-0.99651545,0.07053998
-0.7038948,0.4872197,9.483426,-0.39999998,-29.4,-44.4,-0.0063852,-0.0021284,-0.0170272,,0.038119446,-0.022965109,-0.9965166,0.07052812
-0.7003035,0.4513067,9.491806,-0.39999998,-29.4,-44.4,-0.005321,-0.0031926,-0.015963,,0.038133565,-0.022943517,-0.9965189,0.07049477
-0.6883325,0.490811,9.484623,-1.6,-31.2,-45.6,-0.0063852,-0.0031926,-0.015963,,0.038132224,-0.022959452,-0.99652016,0.070472114
-0.6895296,0.4620806,9.50258,-1.6,-31.2,-45.6,-0.0063852,-0.0031926,-0.0148988,,0.03813151,-0.022942277,-0.9965143,0.07056135
-0.6775586,0.4884168,9.487018,-1.6,-31.2,-45.6,-0.0074494,-0.0042568,-0.0148988,,0.038124274,-0.022943221,-0.99650747,0.07066212
-0.682347,0.4920081,9.496594,-0.39999998,-30.0,-43.2,-0.0063852,-0.0042568,-0.015963,,0.03810945,-0.022936737,-0.99650115,0.07076225
-0.7074861,0.4848255,9.501383,-0.39999998,-30.0,-43.2,-0.0085136,-0.0031926,-0.0148988,,0.038109336,-0.022938937,-0.99650407,0.07071862
-0.682347,0.5015849,9.504974,-0.39999998,-30.0,-43.2,-0.0074494,-0.0031926,-0.015963,,0.038100813,-0.022929542,-0.99650675,0.07068818
-0.6883325,0.47884,9.506171,-0.39999998,-30.6,-44.4,-0.0074494,-0.0042568,-0.015963,,0.03809627,-0.02291821,-0.9965103,0.07064566
-0.6847412,0.4896139,9.501383,-0.39999998,-30.6,-44.4,-0.0085136,-0.0031926,-0.015963,,0.038078185,-0.022913467,-0.99651414,0.07060264
-0.6979093,0.4836284,9.489411,-0.39999998,-31.2,-44.4,-0.005321,-0.0031926,-0.015963,,0.038080864,-0.022895524,-0.99651736,0.070560984
-0.6871354,0.4967965,9.520536,-0.39999998,-31.2,-44.4,-0.005321,-0.0021284,-0.015963,,0.038077034,-0.022916015,-0.99652076,0.07050898
-0.6907267,0.4967965,9.497791,-0.39999998,-31.2,-44.4,-0.0063852,-0.0042568,-0.015963,,0.038086917,-0.022936229,-0.99652356,0.07045741
-0.6799528,0.4812342,9.484623,-0.39999998,-29.4,-43.8,-0.0085136,-0.0021284,-0.015963,,0.038066708,-0.022939067,-0.99652797,0.07040459
-0.6859383,0.4991907,9.51096,-0.39999998,-29.4,-43.8,-0.0063852,-0.0042568,-0.0148988,,0.038071133,-0.02292968,-0.9965299,0.07037841
-0.6751644,0.4836284,9.497791,-0.39999998,-29.4,-43.8,-0.0063852,-0.0031926,-0.0148988,,0.0380494,-0.02293281,-0.99653184,0.07036082
-0.6919238,0.4860226,9.500186,0.20000005,-30.6,-44.4,-0.005321,-0.0042568,-0.0148988,,0.038049433,-0.02293657,-0.9965329,0.07034407
-0.6835441,0.4955994,9.475046,0.20000005,-30.6,-44.4,-0.0063852,-0.0042568,-0.015963,,0.03803437,-0.022960553,-0.9965397,0.07024839
-0.7003035,0.502782,9.500186,0.20000005,-30.6,-44.4,-0.0074494,-0.0021284,-0.015963,,0.03802947,-0.022977209,-0.9965469,0.07014323
-0.6751644,0.4872197,9.472652,-0.39999998,-30.6,-45.0,-0.0063852,-0.0042568,-0.0170272,,0.038027383,-0.022974145,-0.9965544,0.070039585
-0.7003035,0.4979936,9.495398,-0.39999998,-30.6,-45.0,-0.0063852,-0.0031926,-0.015963,,0.038022473,-0.0229854,-0.9965577,0.06999059
-0.694318,0.4979936,9.493003,0.20000005,-30.0,-45.0,-0.0074494,-0.0042568,-0.0148988,,0.038025223,-0.022995926,-0.9965598,0.06995579
-0.670376,0.4764458,9.51096,0.20000005,-30.0,-45.0,-0.0063852,-0.0042568,-0.015963,,0.037997507,-0.022986079,-0.9965666,0.06987801
-0.682347,0.4872197,9.508565,0.20000005,-30.0,-45.0,-0.0063852,-0.0021284,-0.0148988,,0.037977897,-0.022993162,-0.99657345,0.06978834
-0.6895296,0.4836284,9.479835,0.20000005,-30.6,-44.4,-0.005321,-0.0021284,-0.015963,,0.037986223,-0.022996666,-0.99657845,0.069710724
-0.6835441,0.4704603,9.493003,0.20000005,-30.6,-44.4,-0.0063852,-0.0021284,-0.0148988,,0.037989605,-0.023001624,-0.99658555,0.0696072
-0.6871354,0.4704603,9.507368,0.20000005,-30.6,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.037995927,-0.022996841,-0.99659175,0.06951501
-0.7003035,0.5099646,9.470258,0.20000005,-30.6,-45.0,-0.0074494,-0.0031926,-0.015963,,0.03800283,-0.023018477,-0.9965975,0.0694229
-0.6931209,0.4632777,9.507368,0.20000005,-30.6,-45.0,-0.0074494,-0.0031926,-0.015963,,0.038000185,-0.02299836,-0.9966048,0.06932599
-0.6919238,0.502782,9.482229,0.20000005,-30.6,-45.0,-0.0063852,-0.0021284,-0.015963,,0.03799998,-0.023004906,-0.99661124,0.06923035
-0.6931209,0.4740516,9.487018,-1.6,-31.2,-44.4,-0.0063852,-0.0021284,-0.015963,,0.03801185,-0.023002256,-0.9966177,0.069132686
-0.6859383,0.4932052,9.513353,-1.6,-31.2,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.03802002,-0.023004266,-0.99661136,0.06921844
-0.694318,0.4920081,9.475046,-1.6,-31.2,-44.4,-0.005321,-0.0031926,-0.015963,,0.038025633,-0.023007298,-0.99660444,0.06931328
-0.682347,0.4955994,9.4942,0.20000005,-31.2,-45.0,-0.0074494,-0.0031926,-0.015963,,0.038023464,-0.02302482,-0.9965984,0.069396
-0.6931209,0.4872197,9.508565,0.20000005,-31.2,-45.0,-0.0042568,-0.0031926,-0.0148988,,0.038021386,-0.023020552,-0.996606,0.0692893
-0.6847412,0.5063733,9.489411,-0.39999998,-30.6,-45.6,-0.0074494,-0.0031926,-0.015963,,0.03801737,-0.023059864,-0.99661195,0.06919253
-0.6931209,0.4812342,9.487018,-0.39999998,-30.6,-45.6,-0.0063852,-0.0031926,-0.015963,,0.038018033,-0.023047427,-0.9966142,0.069164574
-0.6835441,0.4920081,9.479835,-0.39999998,-30.6,-45.6,-0.0085136,-0.0042568,-0.0148988,,0.038013786,-0.023054533,-0.99661607,0.0691375
-0.6787557,0.4896139,9.500186,-1.6,-30.0,-45.0,-0.0063852,-0.0021284,-0.0148988,,0.03799361,-0.023040721,-0.99661815,0.06912186
-0.6871354,0.4872197,9.481032,-1.6,-30.0,-45.0,-0.0074494,-0.0031926,-0.015963,,0.038004126,-0.023039002,-0.99661,0.06923577
-0.6919238,0.4776429,9.477441,-1.6,-30.0,-45.0,-0.005321,-0.0021284,-0.015963,,0.038007393,-0.023020824,-0.99660313,0.06933855
-0.7003035,0.490811,9.513353,-1.6,-30.6,-45.0,-0.0063852,-0.0031926,-0.0170272,,0.03802625,-0.023029447,-0.99659497,0.069441415
-0.6859383,0.4860226,9.500186,-1.6,-30.6,-45.0,-0.0063852,-0.0042568,-0.0148988,,0.038025383,-0.023027167,-0.9965894,0.069523565
-0.6835441,0.4955994,9.490609,-1.6,-30.6,-45.0,-0.0063852,-0.0021284,-0.0138346,,0.03801349,-0.023032365,-0.9965823,0.06962929
-0.6871354,0.4896139,9.490609,-2.2,-31.8,-44.4,-0.0063852,-0.0042568,-0.0148988,,0.03802329,-0.023032513,-0.99657387,0.06974488
-0.6751644,0.5063733,9.489411,-2.2,-31.8,-44.4,-0.0063852,-0.0042568,-0.0148988,,0.038005196,-0.023044068,-0.99656355,0.06989849
-0.6859383,0.4764458,9.51096,-2.2,-30.6,-43.8,-0.0074494,-0.0042568,-0.0148988,,0.037994105,-0.02303413,-0.99655354,0.07004953
-0.6871354,0.4944023,9.495398,-2.2,-30.6,-43.8,-0.0063852,-0.005321,-0.0148988,,0.03798515,-0.023026148,-0.996543,0.07020763
-0.6919238,0.5087675,9.4942,-2.2,-30.6,-43.8,-0.0085136,-0.0031926,-0.0148988,,0.03796713,-0.023038935,-0.9965322,0.070365354
-0.694318,0.490811,9.508565,-2.2,-30.0,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.037971847,-0.023017416,-0.9965214,0.070522286
-0.6835441,0.4812342,9.495398,-2.2,-30.0,-44.4,-0.0063852,-0.0042568,-0.0148988,,0.037971027,-0.023010036,-0.9965099,0.070688695
-0.6895296,0.502782,9.51934,-2.2,-30.0,-44.4,-0.0074494,-0.0031926,-0.0148988,,0.037964243,-0.023016352,-0.9964983,0.07085436
-0.6811499,0.5039791,9.498988,-0.39999998,-31.2,-45.0,-0.005321,-0.0031926,-0.0148988,,0.03796213,-0.023012063,-0.9964864,0.07102183
-0.6883325,0.4836284,9.496594,-0.39999998,-31.2,-45.0,-0.0074494,-0.0031926,-0.0148988,,0.037960883,-0.023024054,-0.9964891,0.07098222
-0.6763615,0.4800371,9.498988,-0.39999998,-31.2,-45.0,-0.0063852,-0.0031926,-0.015963,,0.03794969,-0.023013743,-0.99649256,0.07094348
-0.6919238,0.4920081,9.489411,-1.6,-29.4,-44.4,-0.0063852,-0.0031926,-0.0138346,,0.037951272,-0.023020498,-0.9964958,0.07089432
-0.6967122,0.4896139,9.489411,-1.6,-29.4,-44.4,-0.0074494,-0.0042568,-0.0148988,,0.03795897,-0.02302125,-0.99648684,0.07101536
-0.6907267,0.4860226,9.501383,-1.6,-29.4,-44.4,-0.005321,-0.0031926,-0.0148988,,0.03795123,-0.02300923,-0.9964798,0.07112261
-0.6679818,0.4824313,9.495398,-0.39999998,-30.0,-43.8,-0.0074494,-0.0031926,-0.0148988,,0.037939515,-0.02301485,-0.9964724,0.07122928
-0.6751644,0.4884168,9.500186,-0.39999998,-30.0,-43.8,-0.005321,-0.0031926,-0.015963,,0.037928283,-0.023008227,-0.99647516,0.071200415
-0.6847412,0.4955994,9.487018,-0.39999998,-30.0,-45.0,-0.005321,-0.0021284,-0.0138346,,0.037926435,-0.023027115,-0.9964777,0.07115934
-0.6967122,0.4979936,9.506171,-0.39999998,-30.0,-45.0,-0.0074494,-0.0021284,-0.0138346,,0.037941214,-0.023045555,-0.9964775,0.07114797
-0.6811499,0.4812342,9.491806,-0.39999998,-30.0,-45.0,-0.0063852,-0.0021284,-0.015963,,0.03794603,-0.02303314,-0.996478,0.07114171
-0.6859383,0.4848255,9.509763,-1.6,-30.6,-44.4,-0.005321,-0.0031926,-0.0148988,,0.03795212,-0.023033053,-0.9964799,0.07111152
-0.6859383,0.5087675,9.501383,-1.6,-30.6,-44.4,-0.0074494,-0.0042568,-0.015963,,0.0379535,-0.02305806,-0.9964726,0.07120602
-0.6919238,0.4967965,9.485821,-1.6,-30.6,-44.4,-0.0063852,-0.0042568,-0.0148988,,0.037948,-0.023053223,-0.996467,0.07128902
-0.6883325,0.5003878,9.497791,-0.39999998,-31.2,-45.0,-0.0063852,-0.0031926,-0.015963,,0.037940048,-0.023060767,-0.9964605,0.07138128
-0.7086832,0.502782,9.483426,-0.39999998,-31.2,-45.0,-0.0063852,-0.0031926,-0.015963,,0.0379542,-0.023073899,-0.99646336,0.071329206
-0.6847412,0.47884,9.496594,-0.39999998,-31.2,-45.0,-0.0063852,-0.0031926,-0.015963,,0.0379498,-0.02307144,-0.99646723,0.071278185
-0.6835441,0.4812342,9.495398,-0.39999998,-30.0,-43.8,-0.0063852,-0.0031926,-0.0148988,,0.037944805,-0.023070682,-0.9964711,0.0712274
-0.682347,0.490811,9.506171,-0.39999998,-30.0,-43.8,-0.0063852,-0.0042568,-0.015963,,0.03793893,-0.023075847,-0.99647343,0.07119665
-0.6859383,0.466869,9.500186,-2.2,-30.0,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.037922993,-0.023066519,-0.9964773,0.0711542
-0.682347,0.47884,9.487018,-2.2,-30.0,-44.4,-0.0063852,-0.0031926,-0.0148988,,0.037922237,-0.023057109,-0.9964658,0.071317405
-0.7110774,0.490811,9.497791,-2.2,-30.0,-44.4,-0.0063852,-0.0031926,-0.015963,,0.03794118,-0.023053898,-0.9964536,0.071479134
-0.6871354,0.4932052,9.4942,-0.39999998,-30.0,-45.6,-0.0063852,-0.0021284,-0.015963,,0.03794427,-0.023053564,-0.9964426,0.0716304
-0.6799528,0.4991907,9.508565,-0.39999998,-30.0,-45.6,-0.0074494,-0.0021284,-0.0138346,,0.0379473,-0.023062496,-0.9964442,0.071603805
