-0.9552858,0.5722138,9.460681,8.0,3.0,-45.0,-0.005321,-0.0031926,-0.015963,,0.019855302,0.055487968,0.20267215,0.9774717
-0.9744394,0.5770022,9.479835,8.0,3.0,-45.0,-0.0063852,-0.0010642,-0.0148988,,0.01980756,0.055454154,0.20253766,0.9775025
-0.9564829,0.5889732,9.455893,8.0,3.0,-45.0,-0.0085136,-0.0031926,-0.0148988,,0.019730663,0.055431273,0.20237778,0.9775384
-0.9481032,0.586579,9.458287,8.0,4.2,-44.4,-0.005321,-0.0031926,-0.015963,,0.019660179,0.055393357,0.20226027,0.9775663
-0.9301467,0.59855,9.463076,8.0,4.2,-44.4,-0.0063852,-0.0021284,-0.015963,,0.01960452,0.055352736,0.20210151,0.9776026
-0.9600742,0.5901703,9.463076,8.0,4.2,-44.4,-0.0063852,-0.0042568,-0.0148988,,0.019536216,0.05532158,0.20194486,0.97763807
-0.9409206,0.5805935,9.45709,6.8,2.4,-45.0,-0.0063852,-0.0031926,-0.0148988,,0.019468209,0.055264477,0.2017878,0.97767514
-0.9552858,0.5889732,9.463076,6.8,2.4,-45.0,-0.0063852,-0.0042568,-0.0170272,,0.019407356,0.05522524,0.2016514,0.9777066
-0.945709,0.6009442,9.476244,6.8,2.4,-45.0,-0.0063852,-0.0021284,-0.015963,,0.019336367,0.055166733,0.20146471,0.9777499
-0.9720452,0.5961558,9.466667,6.2,4.2,-45.0,-0.0074494,-0.0042568,-0.015963,,0.01928174,0.055142332,0.20133787,0.9777784
-0.9433148,0.5913674,9.45709,6.2,4.2,-45.0,-0.005321,-0.0042568,-0.015963,,0.019208806,0.055087857,0.2011827,0.97781485
-0.9469061,0.5817906,9.4642725,6.2,4.2,-45.0,-0.0063852,-0.0042568,-0.0148988,,0.019155392,0.055036657,0.20102271,0.9778517
-0.9708481,0.5853819,9.469061,6.8,3.6,-45.0,-0.005321,-0.0021284,-0.0138346,,0.019086596,0.054979965,0.20086187,0.97788924
-0.9528916,0.5877761,9.469061,6.8,3.6,-45.0,-0.0074494,-0.0021284,-0.015963,,0.01903841,0.054954495,0.20074318,0.977916
-0.9552858,0.5770022,9.472652,6.8,3.6,-45.0,-0.0074494,-0.0031926,-0.015963,,0.018955782,0.05491957,0.20057872,0.9779534
-0.9624684,0.5937616,9.465469,6.8,3.0,-45.0,-0.005321,-0.0021284,-0.0148988,,0.018881334,0.05487693,0.20042364,0.977989
-0.9624684,0.5925645,9.458287,6.8,3.0,-45.0,-0.0063852,-0.0042568,-0.015963,,0.018822774,0.05484718,0.2002685,0.9780236
-0.95768,0.5841848,9.453499,6.8,3.0,-45.0,-0.0085136,-0.0031926,-0.0138346,,0.018769298,0.054802906,0.20013337,0.97805476
-0.9540887,0.5937616,9.45709,6.2,1.8,-45.6,-0.0063852,-0.0021284,-0.0148988,,0.018685872,0.054757297,0.19999953,0.9780863
-0.9493003,0.5674254,9.455893,6.2,1.8,-45.6,-0.0074494,-0.0031926,-0.0148988,,0.018617226,0.05472525,0.1998498,0.97811997
-0.9445119,0.5877761,9.436739,6.2,1.8,-45.6,-0.0074494,-0.0031926,-0.0148988,,0.018550163,0.054685052,0.19971634,0.9781507
-0.9481032,0.5758051,9.44871,6.2,1.8,-46.2,-0.0042568,-0.0021284,-0.0148988,,0.018472895,0.054639503,0.19956502,0.97818565
-0.9636655,0.5781993,9.485821,6.2,1.8,-46.2,-0.0031926,-0.0010642,-0.0138346,,0.018428547,0.054614093,0.1994182,0.97821784
-0.9864104,0.5686225,9.447514,6.2,1.8,-46.2,-0.0031926,-0.0010642,-0.0148988,,0.018398695,0.054606218,0.19930522,0.97824186
-0.9911988,0.5877761,9.532507,6.2,2.4,-43.8,-0.0042568,-0.0021284,-0.0148988,,0.018362094,0.054595675,0.19915305,0.97827417
-0.981622,0.5793964,9.479835,6.2,2.4,-43.8,-0.0063852,-0.0031926,-0.0148988,,0.018316912,0.054571792,0.19900261,0.97830695
-0.9780307,0.574608,9.466667,6.2,2.4,-43.8,-0.0085136,-0.0031926,-0.015963,,0.018249627,0.05453095,0.19884779,0.97834194
-0.9325409,0.59855,9.442725,8.0,2.4,-45.6,-0.0074494,-0.0021284,-0.0170272,,0.018172624,0.054486837,0.1987001,0.97837585
-0.9205699,0.5901703,9.402023,8.0,2.4,-45.6,-0.005321,-0.0021284,-0.015963,,0.0180982,0.054452177,0.19853306,0.9784131
-0.9361322,0.5530602,9.434345,8.0,2.4,-45.6,-0.0031926,-0.0021284,-0.0148988,,0.018040992,0.054421995,0.19837414,0.978448
-0.9600742,0.5315124,9.380476,7.3999996,3.0,-47.4,-0.0010642,-0.0010642,-0.0138346,,0.018010536,0.054404132,0.19825454,0.9784738
-0.9744394,0.5650312,9.481032,7.3999996,3.0,-47.4,0.0031926,0.0021284,-0.0127704,,0.017995631,0.05439715,0.19810872,0.978504
-0.9900017,0.5734109,9.593559,7.3999996,3.0,-47.4,0.0031926,-0.0042568,-0.0138346,,0.018021187,0.054435633,0.19796328,0.9785308
-1.0043669,0.646434,9.587574,8.0,2.4,-45.0,0.0031926,-0.0042568,-0.0148988,,0.018060166,0.054416407,0.19784692,0.97855467
-1.0103524,0.6596021,9.446316,8.0,2.4,-45.0,-0.0063852,-0.0010642,-0.0191556,,0.018107044,0.054394536,0.19769421,0.978586
-0.9265554,0.6009442,9.469061,8.0,2.4,-44.4,-0.0117062,-0.0063852,-0.0170272,,0.01803801,0.054371975,0.19749334,0.978629
-0.8990221,0.6392514,9.408009,8.0,2.4,-44.4,-0.005321,-0.0010642,-0.0138346,,0.017959548,0.054299362,0.19735879,0.97866166
-0.9445119,0.5853819,9.485821,8.0,2.4,-44.4,-0.0085136,-0.0042568,-0.0117062,,0.017900543,0.05427929,0.19720843,0.9786942
-0.9852133,0.5363008,9.398432,8.0,3.6,-45.6,-0.0031926,0.0010642,-0.0127704,,0.017832227,0.054239687,0.19711773,0.9787159
-0.9624684,0.5015849,9.461879,8.0,3.6,-45.6,-0.005321,-0.0042568,-0.0138346,,0.017781904,0.05424854,0.19698179,0.9787437
-1.0043669,0.5638341,9.478638,8.0,3.6,-45.6,-0.005321,-0.0042568,-0.0148988,,0.01773259,0.05420817,0.19684723,0.9787739
-0.9923959,0.6129152,9.53969,6.2,2.4,-45.6,-0.0042568,-0.0042568,-0.015963,,0.017689098,0.054165263,0.19669758,0.97880715
-0.9768336,0.6260833,9.459484,6.2,2.4,-45.6,-0.005321,-0.0021284,-0.015963,,0.017659646,0.054124545,0.19653594,0.9788424
-0.9265554,0.6572079,9.484623,6.2,2.4,-45.6,-0.0085136,-0.0042568,-0.0170272,,0.017634474,0.054102086,0.19640942,0.97886944
-0.9588771,0.6284775,9.465469,7.3999996,2.4,-45.6,-0.0063852,-0.0010642,-0.0148988,,0.017563086,0.05405049,0.19623987,0.9789076
-0.9361322,0.5841848,9.478638,7.3999996,2.4,-45.6,-0.0085136,-0.0042568,-0.0127704,,0.017503286,0.05403044,0.19609588,0.97893864
-0.9804249,0.5482718,9.506171,7.3999996,2.4,-45.6,-0.0085136,-0.0021284,-0.0117062,,0.017417189,0.053976756,0.19596583,0.97896916
-0.9828191,0.5398921,9.459484,7.3999996,3.0,-45.6,-0.0074494,-0.0031926,-0.0148988,,0.017326329,0.053946663,0.19584739,0.97899616
-1.0019727,0.5638341,9.3924465,7.3999996,3.0,-45.6,-0.005321,-0.0021284,-0.0148988,,0.017270297,0.053924963,0.19573022,0.9790218
-0.9684539,0.5805935,9.427162,7.3999996,3.0,-45.6,-0.0042568,-0.0042568,-0.0170272,,0.01722335,0.053903747,0.19558452,0.97905284
-0.9588771,0.6117181,9.506171,6.2,1.8,-45.6,-0.0042568,-0.0031926,-0.015963,,0.017195767,0.05386106,0.19541444,0.9790897
